datetime,pm25_predicted,pm25_lower,pm25_upper,aqi_predicted,aqi_category
2026-01-02 16:00:00+00:00,87.37301885855284,74.26706602976992,100.47897168733576,167,Unhealthy
2026-01-02 17:00:00+00:00,86.07003299485311,73.15952804562514,98.98053794408108,167,Unhealthy
2026-01-02 18:00:00+00:00,84.68743468110269,71.98431947893728,97.3905498832681,166,Unhealthy
2026-01-02 19:00:00+00:00,83.12104862712435,70.6528913330557,95.589205921193,165,Unhealthy
2026-01-02 20:00:00+00:00,81.77037259284229,69.50481670391595,94.03592848176864,165,Unhealthy
2026-01-02 21:00:00+00:00,80.46872106551558,68.39841290568825,92.53902922534292,164,Unhealthy
2026-01-02 22:00:00+00:00,79.49143166973826,67.56771691927753,91.415146420199,163,Unhealthy
2026-01-02 23:00:00+00:00,79.32688211365762,67.42784979660898,91.22591443070625,163,Unhealthy
2026-01-03 00:00:00+00:00,78.54829892590894,66.7660540870226,90.33054376479528,163,Unhealthy
2026-01-03 01:00:00+00:00,79.64358859467231,67.69705030547146,91.59012688387315,163,Unhealthy
2026-01-03 02:00:00+00:00,84.22581471519472,71.5919425079155,96.85968692247393,166,Unhealthy
2026-01-03 03:00:00+00:00,86.98325012870467,73.93576260939896,100.03073764801037,167,Unhealthy
2026-01-03 04:00:00+00:00,87.2522826115937,74.16444021985464,100.34012500333276,167,Unhealthy
2026-01-03 05:00:00+00:00,86.4624584005315,73.49308964045179,99.43182716061122,167,Unhealthy
2026-01-03 06:00:00+00:00,85.77725621212296,72.91066778030452,98.6438446439414,167,Unhealthy
2026-01-03 07:00:00+00:00,85.5640589746593,72.72945012846041,98.3986678208582,167,Unhealthy
2026-01-03 08:00:00+00:00,83.51974317602789,70.9917816996237,96.04770465243207,165,Unhealthy
2026-01-03 09:00:00+00:00,82.8379088229675,70.41222249952239,95.26359514641263,165,Unhealthy
2026-01-03 10:00:00+00:00,82.26659932395782,69.92660942536415,94.60658922255149,165,Unhealthy
2026-01-03 11:00:00+00:00,84.0313547620915,71.42665154777777,96.63605797640523,166,Unhealthy
2026-01-03 12:00:00+00:00,87.72271039701072,74.56430383745911,100.88111695656232,168,Unhealthy
2026-01-03 13:00:00+00:00,90.27854710015293,76.73676503512999,103.82032916517588,169,Unhealthy
2026-01-03 14:00:00+00:00,90.4675524413761,76.89741957516969,104.0376853075825,169,Unhealthy
2026-01-03 15:00:00+00:00,89.37886064637848,75.97203154942171,102.78568974333525,168,Unhealthy
2026-01-03 16:00:00+00:00,87.37447901232603,74.26830716047714,100.48065086417493,167,Unhealthy
2026-01-03 17:00:00+00:00,86.07149314862632,73.16076917633237,98.98221712092027,167,Unhealthy
2026-01-03 18:00:00+00:00,84.68889483487588,71.9855606096445,97.39222906010727,166,Unhealthy
2026-01-03 19:00:00+00:00,83.12250878089756,70.65413246376292,95.5908850980322,165,Unhealthy
2026-01-03 20:00:00+00:00,81.77183274661549,69.50605783462316,94.03760765860781,165,Unhealthy
2026-01-03 21:00:00+00:00,80.47018121928878,68.39965403639546,92.54070840218209,164,Unhealthy
2026-01-03 22:00:00+00:00,79.49289182351147,67.56895804998476,91.41682559703818,163,Unhealthy
2026-01-03 23:00:00+00:00,79.32834226743081,67.4290909273162,91.22759360754543,163,Unhealthy
2026-01-04 00:00:00+00:00,78.54975907968215,66.76729521772982,90.33222294163447,163,Unhealthy
2026-01-04 01:00:00+00:00,79.6450487484455,67.69829143617868,91.59180606071233,163,Unhealthy
2026-01-04 02:00:00+00:00,84.22727486896791,71.59318363862272,96.8613660993131,166,Unhealthy
2026-01-04 03:00:00+00:00,86.98471028247788,73.93700374010619,100.03241682484956,167,Unhealthy
2026-01-04 04:00:00+00:00,87.2537427653669,74.16568135056185,100.34180418017193,167,Unhealthy
2026-01-04 05:00:00+00:00,86.46391855430471,73.494330771159,99.43350633745042,167,Unhealthy
2026-01-04 06:00:00+00:00,85.77871636589616,72.91190891101174,98.64552382078058,167,Unhealthy
2026-01-04 07:00:00+00:00,85.5655191284325,72.73069125916763,98.40034699769737,167,Unhealthy
2026-01-04 08:00:00+00:00,83.5212033298011,70.99302283033093,96.04938382927126,165,Unhealthy
2026-01-04 09:00:00+00:00,82.8393689767407,70.4134636302296,95.2652743232518,165,Unhealthy
2026-01-04 10:00:00+00:00,82.26805947773103,69.92785055607138,94.60826839939068,165,Unhealthy
2026-01-04 11:00:00+00:00,84.03281491586469,71.427892678485,96.63773715324439,166,Unhealthy
2026-01-04 12:00:00+00:00,87.72417055078391,74.56554496816632,100.8827961334015,168,Unhealthy
2026-01-04 13:00:00+00:00,90.28000725392614,76.73800616583722,103.82200834201507,169,Unhealthy
2026-01-04 14:00:00+00:00,90.4690125951493,76.8986607058769,104.03936448442168,169,Unhealthy
2026-01-04 15:00:00+00:00,89.3803208001517,75.97327268012894,102.78736892017444,168,Unhealthy
2026-01-04 16:00:00+00:00,87.37593916609923,74.26954829118435,100.48233004101411,167,Unhealthy
2026-01-04 17:00:00+00:00,86.07295330239951,73.16201030703958,98.98389629775944,167,Unhealthy
2026-01-04 18:00:00+00:00,84.69035498864909,71.98680174035172,97.39390823694646,166,Unhealthy
2026-01-04 19:00:00+00:00,83.12396893467076,70.65537359447015,95.59256427487136,165,Unhealthy
2026-01-04 20:00:00+00:00,81.7732929003887,69.50729896533039,94.039286835447,165,Unhealthy
2026-01-04 21:00:00+00:00,80.47164137306197,68.40089516710268,92.54238757902127,164,Unhealthy
2026-01-04 22:00:00+00:00,79.49435197728467,67.57019918069197,91.41850477387736,163,Unhealthy
